x (sign(x), time)
6501 (4915, 19)
6502 (5286, 19)
6503 (4807, 19)
6504 (1478, 19)
6505 (210, 19)
6506 (2415, 19)
6507 (1376, 118)
6508 (3080, 19)
6509 (4599, 19)
6510 (7050, 19)
6511 (5405, 19)
6512 (7975, 19)
6513 (9244, 19)
6514 (5954, 19)
6515 (10288, 118)
6516 (2675, 19)
6517 (1738, 19)
6518 (9461, 19)
6519 (7159, 19)
6520 (1945, 19)
6521 (3223, 19)
6522 (7456, 19)
6523 (7169, 19)
6524 (7804, 19)
6525 (8543, 19)
6526 (4377, 19)
6527 (10809, 19)
6528 (4057, 19)
6529 (465, 19)
6530 (8159, 118)
6531 (293, 19)
6532 (2198, 19)
6533 (2379, 19)
6534 (9567, 19)
6535 (838, 19)
6536 (7702, 118)
6537 (8133, 19)
6538 (10029, 19)
6539 (5070, 19)
6540 (9298, 19)
6541 (3914, 118)
6542 (2130, 19)
6543 (8511, 19)
6544 (2067, 19)
6545 (9631, 19)
6546 (6840, 19)
6547 (10279, 19)
6548 (779, 19)
6549 (7807, 19)
6550 (8411, 19)
6551 (4917, 19)
6552 (10404, 19)
6553 (7570, 19)
6554 (1130, 19)
6555 (2148, 19)
6556 (1235, 19)
6557 (8304, 19)
6558 (403, 19)
6559 (8691, 19)
6560 (6340, 19)
6561 (230, 19)
6562 (4799, 19)
6563 (3816, 19)
6564 (871, 118)
6565 (4936, 19)
6566 (8944, 19)
6567 (5352, 19)
6568 (6748, 19)
6569 (7360, 19)
6570 (1836, 19)
6571 (9947, 19)
6572 (3598, 19)
6573 (3117, 19)
6574 (7835, 19)
6575 (10277, 19)
6576 (7294, 19)
6577 (724, 19)
6578 (881, 19)
6579 (7219, 19)
6580 (576, 19)
6581 (7723, 19)
6582 (7149, 19)
6583 (949, 19)
6584 (9824, 19)
6585 (10798, 19)
6586 (6556, 19)
6587 (9433, 19)
6588 (6869, 19)
6589 (9904, 19)
6590 (9975, 19)
6591 (8319, 19)
6592 (6930, 19)
6593 (7227, 118)
6594 (2069, 19)
6595 (4655, 19)
6596 (10670, 19)
6597 (1262, 19)
6598 (2781, 19)
6599 (1503, 19)
6600 (9463, 19)
6601 (3709, 118)
6602 (4478, 19)
6603 (6683, 118)
6604 (3607, 19)
6605 (7736, 19)
6606 (816, 19)
6607 (4916, 19)
6608 (3756, 19)
6609 (21, 19)
6610 (3715, 19)
6611 (6342, 19)
6612 (3595, 19)
6613 (9465, 19)
6614 (10565, 19)
6615 (2574, 19)
6616 (10457, 118)
6617 (2721, 19)
6618 (7103, 19)
6619 (4449, 19)
6620 (8721, 19)
6621 (820, 19)
6622 (5051, 19)
6623 (10779, 19)
6624 (2467, 19)
6625 (856, 19)
6626 (9583, 19)
6627 (1660, 19)
6628 (2039, 19)
6629 (8212, 19)
6630 (5580, 19)
6631 (3359, 19)
6632 (7046, 19)
6633 (815, 19)
6634 (6387, 19)
6635 (5761, 19)
6636 (5361, 19)
6637 (3284, 19)
6638 (1198, 19)
6639 (4264, 19)
6640 (1430, 19)
6641 (5074, 118)
6642 (804, 19)
6643 (3639, 19)
6644 (3683, 19)
6645 (10673, 19)
6646 (5091, 19)
6647 (4143, 19)
6648 (8409, 19)
6649 (6233, 19)
6650 (6212, 19)
6651 (4040, 19)
6652 (2245, 19)
6653 (6473, 19)
6654 (8886, 118)
6655 (209, 19)
6656 (7042, 19)
6657 (9638, 19)
6658 (4207, 19)
6659 (9552, 19)
6660 (7793, 19)
6661 (4169, 19)
6662 (3287, 19)
6663 (8750, 19)
6664 (5934, 19)
6665 (1025, 19)
6666 (7457, 19)
6667 (4746, 19)
6668 (8589, 19)
6669 (10388, 19)
6670 (6609, 19)
6671 (3567, 19)
6672 (7561, 118)
6673 (6227, 19)
6674 (5089, 118)
6675 (8641, 19)
6676 (9353, 19)
6677 (3583, 19)
6678 (642, 19)
6679 (9283, 19)
6680 (9194, 19)
6681 (3810, 19)
6682 (128, 19)
6683 (2288, 19)
6684 (7687, 19)
6685 (10943, 19)
6686 (5151, 19)
6687 (3767, 19)
6688 (559, 118)
6689 (1983, 19)
6690 (8973, 19)
6691 (6531, 118)
6692 (2812, 19)
6693 (7469, 19)
6694 (3881, 19)
6695 (9183, 19)
6696 (8972, 19)
6697 (2479, 19)
6698 (5261, 19)
6699 (1471, 118)
6700 (10563, 19)
6701 (4383, 19)
6702 (73, 19)
6703 (4890, 19)
6704 (2782, 19)
6705 (10546, 19)
6706 (4289, 118)
6707 (4103, 19)
6708 (813, 19)
6709 (6602, 19)
6710 (7816, 19)
6711 (8431, 19)
6712 (9752, 19)
6713 (4152, 19)
6714 (4952, 19)
6715 (410, 19)
6716 (8717, 19)
6717 (10952, 19)
6718 (5476, 19)
6719 (1268, 19)
6720 (8645, 19)
6721 (818, 19)
6722 (3863, 19)
6723 (4054, 19)
6724 (2048, 118)
6725 (6307, 19)
6726 (4041, 19)
6727 (3446, 19)
6728 (7433, 19)
6729 (10344, 19)
6730 (1591, 19)
6731 (10267, 118)
6732 (2754, 19)
6733 (6913, 19)
6734 (7261, 19)
6735 (8667, 19)
6736 (10666, 19)
6737 (4049, 19)
6738 (1873, 19)
6739 (9922, 19)
6740 (8101, 19)
6741 (5429, 19)
6742 (5726, 19)
6743 (8292, 19)
6744 (8896, 19)
6745 (3656, 19)
6746 (10307, 19)
6747 (4466, 19)
6748 (10733, 19)
6749 (2536, 19)
6750 (459, 19)
6751 (6170, 19)
6752 (2343, 19)
6753 (10922, 19)
6754 (1684, 19)
6755 (6341, 19)
6756 (6351, 19)
6757 (1197, 19)
6758 (3102, 19)
6759 (571, 118)
6760 (4482, 19)
6761 (9426, 19)
6762 (7815, 118)
6763 (6099, 19)
6764 (7656, 19)
6765 (8686, 19)
6766 (4665, 19)
6767 (7191, 19)
6768 (3373, 19)
6769 (5912, 19)
6770 (9525, 19)
6771 (9066, 19)
6772 (2433, 19)
6773 (2369, 118)
6774 (6881, 19)
6775 (9954, 19)
6776 (9089, 19)
6777 (9776, 19)
6778 (9048, 19)
6779 (225, 19)
6780 (5198, 19)
6781 (6329, 19)
6782 (6772, 19)
6783 (8643, 19)
6784 (10460, 19)
6785 (8804, 19)
6786 (916, 19)
6787 (2377, 19)
6788 (3330, 19)
6789 (4946, 19)
6790 (10476, 19)
6791 (7761, 19)
6792 (356, 19)
6793 (6256, 19)
6794 (7426, 19)
6795 (5552, 19)
6796 (8164, 19)
6797 (8817, 19)
6798 (8457, 19)
6799 (6281, 19)
6800 (9643, 19)
6801 (5983, 19)
6802 (5599, 19)
6803 (6035, 19)
6804 (8565, 19)
6805 (9931, 19)
6806 (3401, 19)
6807 (10435, 19)
6808 (3872, 19)
6809 (6260, 19)
6810 (8129, 19)
6811 (6504, 19)
6812 (8364, 19)
6813 (1636, 19)
6814 (767, 19)
6815 (8774, 19)
6816 (5342, 19)
6817 (6511, 19)
6818 (7608, 19)
6819 (8131, 118)
6820 (4442, 19)
6821 (7480, 19)
6822 (9314, 19)
6823 (2392, 19)
6824 (1312, 19)
6825 (3650, 19)
6826 (4039, 19)
6827 (3822, 19)
6828 (3574, 19)
6829 (7022, 19)
6830 (9144, 19)
6831 (956, 19)
6832 (4884, 19)
6833 (8532, 19)
6834 (2400, 19)
6835 (4880, 19)
6836 (4393, 19)
6837 (8489, 19)
6838 (9697, 19)
6839 (1555, 19)
6840 (6158, 19)
6841 (2009, 19)
6842 (6954, 118)
6843 (122, 19)
6844 (8346, 217)
6845 (7726, 19)
6846 (4088, 19)
6847 (4436, 118)
6848 (2678, 19)
6849 (8745, 19)
6850 (2580, 19)
6851 (9444, 19)
6852 (4498, 19)
6853 (10813, 19)
6854 (2943, 19)
6855 (9116, 19)
6856 (3772, 19)
6857 (9235, 19)
6858 (4673, 19)
6859 (928, 19)
6860 (4353, 19)
6861 (3388, 19)
6862 (8977, 19)
6863 (9612, 19)
6864 (4475, 19)
6865 (5507, 19)
6866 (9792, 19)
6867 (1571, 118)
6868 (239, 19)
6869 (10193, 19)
6870 (6734, 19)
6871 (5814, 217)
6872 (7238, 19)
6873 (4821, 19)
6874 (2307, 19)
6875 (4877, 19)
6876 (9828, 19)
6877 (8108, 19)
6878 (6426, 19)
6879 (1049, 19)
6880 (9225, 118)
6881 (10266, 19)
6882 (7155, 19)
6883 (4214, 19)
6884 (6354, 118)
6885 (8083, 19)
6886 (8923, 19)
6887 (2813, 19)
6888 (6112, 19)
6889 (162, 19)
6890 (6838, 19)
6891 (1703, 19)
6892 (5649, 19)
6893 (113, 19)
6894 (7459, 19)
6895 (4286, 19)
6896 (9773, 19)
6897 (5375, 19)
6898 (3267, 19)
6899 (4532, 19)
6900 (10400, 118)
6901 (5364, 19)
6902 (1104, 19)
6903 (6408, 19)
6904 (3354, 19)
6905 (6006, 19)
6906 (3544, 19)
6907 (2115, 19)
6908 (6795, 19)
6909 (4096, 19)
6910 (10851, 19)
6911 (4841, 19)
6912 (4021, 19)
6913 (10095, 19)
6914 (9712, 19)
6915 (2661, 19)
6916 (9877, 19)
6917 (8904, 19)
6918 (5637, 19)
6919 (6113, 19)
6920 (5011, 19)
6921 (7714, 19)
6922 (158, 19)
6923 (8016, 19)
6924 (5374, 19)
6925 (567, 19)
6926 (10902, 19)
6927 (9920, 19)
6928 (4254, 19)
6929 (8958, 19)
6930 (6398, 19)
6931 (9190, 19)
6932 (9148, 19)
6933 (4781, 19)
6934 (2960, 19)
6935 (1743, 19)
6936 (10867, 19)
6937 (4024, 19)
6938 (9187, 19)
6939 (649, 19)
6940 (2353, 19)
6941 (1653, 19)
6942 (1033, 19)
6943 (6319, 19)
6944 (9092, 19)
6945 (9856, 19)
6946 (6611, 19)
6947 (931, 19)
6948 (1490, 19)
6949 (9930, 19)
6950 (240, 19)
6951 (7211, 19)
6952 (4945, 19)
6953 (1638, 19)
6954 (2348, 19)
6955 (7971, 19)
6956 (1704, 19)
6957 (8233, 19)
6958 (381, 19)
6959 (10529, 19)
6960 (2628, 19)
6961 (983, 19)
6962 (948, 19)
6963 (1450, 19)
6964 (9331, 19)
6965 (9357, 19)
6966 (3694, 19)
6967 (8480, 19)
6968 (867, 19)
6969 (10439, 19)
6970 (9574, 19)
6971 (8515, 19)
6972 (8951, 19)
6973 (8082, 19)
6974 (3840, 19)
6975 (6717, 19)
6976 (5996, 19)
6977 (6509, 19)
6978 (1439, 118)
6979 (74, 19)
6980 (7221, 19)
6981 (8488, 19)
6982 (4882, 118)
6983 (2327, 19)
6984 (1746, 19)
6985 (3396, 19)
6986 (6855, 118)
6987 (10330, 19)
6988 (8493, 19)
6989 (4291, 19)
6990 (3023, 19)
6991 (7556, 19)
6992 (9524, 19)
6993 (10355, 19)
6994 (5181, 19)
6995 (1618, 19)
6996 (7830, 19)
6997 (3416, 118)
6998 (10117, 19)
6999 (5081, 118)
7000 (9706, 19)
7001 (1705, 19)
7002 (5812, 19)
7003 (4126, 19)
7004 (7353, 19)
7005 (6892, 19)
7006 (7006, 19)
7007 (9493, 19)
7008 (670, 19)
7009 (7513, 19)
7010 (5827, 19)
7011 (6996, 19)
7012 (1594, 19)
7013 (3281, 19)
7014 (5703, 19)
7015 (7771, 118)
7016 (9120, 118)
7017 (8891, 19)
7018 (9848, 19)
7019 (8403, 19)
7020 (2002, 19)
7021 (5665, 19)
7022 (7260, 19)
7023 (9156, 19)
7024 (3033, 19)
7025 (10462, 19)
7026 (2750, 19)
7027 (9599, 118)
7028 (4243, 118)
7029 (10894, 19)
7030 (9243, 19)
7031 (1117, 19)
7032 (9503, 19)
7033 (2525, 19)
7034 (10426, 19)
7035 (5695, 19)
7036 (4626, 19)
7037 (3905, 19)
7038 (9607, 19)
7039 (4913, 19)
7040 (7095, 19)
7041 (1429, 19)
7042 (2969, 19)
7043 (4477, 19)
7044 (7721, 19)
7045 (5758, 118)
7046 (10318, 19)
7047 (5672, 19)
7048 (10218, 19)
7049 (3296, 19)
7050 (10465, 19)
7051 (9526, 19)
7052 (1666, 19)
7053 (3935, 19)
7054 (1540, 19)
7055 (4649, 19)
7056 (1799, 19)
7057 (7284, 19)
7058 (8161, 19)
7059 (9775, 19)
7060 (10762, 19)
7061 (1377, 19)
7062 (3828, 19)
7063 (4082, 19)
7064 (1787, 19)
7065 (7657, 19)
7066 (8305, 19)
7067 (2687, 19)
7068 (852, 19)
7069 (9727, 19)
7070 (1001, 19)
7071 (833, 19)
7072 (8269, 19)
7073 (9973, 19)
7074 (3017, 19)
7075 (7841, 19)
7076 (2693, 19)
7077 (4020, 19)
7078 (6645, 19)
7079 (9344, 19)
7080 (4073, 19)
7081 (7760, 19)
7082 (6597, 19)
7083 (647, 19)
7084 (5577, 19)
7085 (1606, 19)
7086 (2545, 19)
7087 (9716, 118)
7088 (7847, 19)
7089 (3510, 19)
7090 (7639, 19)
7091 (7315, 19)
7092 (5498, 19)
7093 (10837, 19)
7094 (5550, 19)
7095 (6916, 19)
7096 (9446, 19)
7097 (8639, 217)
7098 (9950, 19)
7099 (1544, 19)
7100 (7618, 19)
7101 (3182, 19)
7102 (5534, 19)
7103 (9916, 19)
7104 (9590, 19)
7105 (5908, 19)
7106 (8095, 19)
7107 (5633, 19)
7108 (5347, 19)
7109 (4892, 19)
7110 (7258, 118)
7111 (10456, 19)
7112 (787, 19)
7113 (1457, 19)
7114 (7242, 19)
7115 (9654, 19)
7116 (8985, 19)
7117 (7240, 19)
7118 (5762, 19)
7119 (10170, 19)
7120 (7798, 19)
7121 (9823, 19)
7122 (2993, 19)
7123 (9443, 19)
7124 (6883, 19)
7125 (3176, 19)
7126 (4298, 19)
7127 (6042, 19)
7128 (3251, 217)
7129 (1549, 19)
7130 (6405, 19)
7131 (1599, 19)
7132 (2979, 118)
7133 (9573, 19)
7134 (4196, 19)
7135 (5339, 19)
7136 (3167, 19)
7137 (208, 19)
7138 (7637, 19)
7139 (7722, 19)
7140 (7678, 118)
7141 (2774, 118)
7142 (7504, 19)
7143 (3819, 19)
7144 (3829, 19)
7145 (7017, 217)
7146 (5915, 19)
7147 (5906, 19)
7148 (6034, 19)
7149 (5643, 19)
7150 (5487, 19)
7151 (9494, 19)
7152 (8529, 19)
7153 (2575, 19)
7154 (10582, 19)
7155 (1274, 19)
7156 (7641, 19)
7157 (6591, 19)
7158 (5645, 19)
7159 (4216, 19)
7160 (9514, 19)
7161 (4794, 19)
7162 (6008, 19)
7163 (6171, 19)
7164 (9865, 118)
7165 (5508, 19)
7166 (997, 19)
7167 (5269, 19)
7168 (5101, 19)
7169 (10500, 19)
7170 (3668, 19)
7171 (10195, 19)
7172 (5707, 19)
7173 (1044, 19)
7174 (7027, 19)
7175 (1116, 118)
7176 (9732, 118)
7177 (8341, 19)
7178 (3589, 19)
7179 (4463, 19)
7180 (4721, 19)
7181 (8875, 19)
7182 (2382, 19)
7183 (6425, 118)
7184 (6709, 19)
7185 (9399, 19)
7186 (7487, 19)
7187 (4147, 19)
7188 (2756, 19)
7189 (8117, 19)
7190 (7636, 19)
7191 (3707, 19)
7192 (417, 19)
7193 (231, 19)
7194 (3692, 19)
7195 (2190, 19)
7196 (6297, 19)
7197 (2865, 19)
7198 (7256, 19)
7199 (3788, 19)
7200 (5648, 19)
7201 (9881, 19)
7202 (10855, 19)
7203 (5379, 19)
7204 (7767, 19)
7205 (9227, 19)
7206 (7899, 19)
7207 (9392, 19)
7208 (7255, 19)
7209 (5152, 19)
7210 (390, 19)
7211 (4526, 19)
7212 (5386, 19)
7213 (1516, 19)
7214 (3069, 19)
7215 (4404, 19)
7216 (2119, 19)
7217 (7895, 19)
7218 (4100, 19)
7219 (3575, 19)
7220 (9249, 19)
7221 (5234, 19)
7222 (6474, 19)
7223 (8275, 19)
7224 (10795, 19)
7225 (7228, 19)
7226 (4847, 19)
7227 (4756, 19)
7228 (1405, 19)
7229 (3561, 19)
7230 (3850, 19)
7231 (4293, 19)
7232 (8249, 19)
7233 (1809, 19)
7234 (6998, 19)
7235 (168, 19)
7236 (3454, 19)
7237 (4962, 19)
7238 (1707, 19)
7239 (908, 19)
7240 (618, 19)
7241 (5963, 19)
7242 (10024, 19)
7243 (9795, 19)
7244 (8040, 19)
7245 (3318, 19)
7246 (10590, 19)
7247 (5778, 19)
7248 (5226, 19)
7249 (6783, 19)
7250 (6649, 19)
7251 (5829, 19)
7252 (6027, 19)
7253 (10842, 19)
7254 (1644, 19)
7255 (7391, 19)
7256 (8678, 19)
7257 (7671, 19)
7258 (1593, 19)
7259 (8627, 19)
7260 (1612, 19)
7261 (6373, 19)
7262 (9485, 19)
7263 (2549, 19)
7264 (2262, 19)
7265 (8981, 19)
7266 (315, 19)
7267 (6966, 19)
7268 (3308, 19)
7269 (3573, 19)
7270 (7834, 19)
7271 (334, 19)
7272 (1504, 19)
7273 (4203, 19)
7274 (387, 19)
7275 (1940, 19)
7276 (2329, 19)
7277 (938, 19)
7278 (2570, 19)
7279 (4613, 19)
7280 (10693, 19)
7281 (16, 19)
7282 (669, 19)
7283 (1182, 19)
7284 (364, 19)
7285 (622, 19)
7286 (6468, 19)
7287 (10643, 19)
7288 (9139, 118)
7289 (805, 19)
7290 (4499, 19)
7291 (10482, 19)
7292 (56, 19)
7293 (10371, 19)
7294 (6163, 19)
7295 (8032, 19)
7296 (7668, 19)
7297 (2641, 19)
7298 (472, 19)
7299 (3871, 19)
7300 (1887, 19)
7301 (3208, 19)
7302 (885, 19)
7303 (4698, 19)
7304 (7549, 19)
7305 (756, 19)
7306 (6898, 118)
7307 (6404, 19)
7308 (7727, 19)
7309 (10139, 19)
7310 (7724, 19)
7311 (7143, 19)
7312 (2658, 19)
7313 (8812, 19)
7314 (8186, 19)
7315 (9047, 19)
7316 (859, 19)
7317 (422, 19)
7318 (9114, 19)
7319 (9481, 19)
7320 (10409, 19)
7321 (7594, 19)
7322 (632, 19)
7323 (3780, 19)
7324 (2040, 19)
7325 (8098, 19)
7326 (7053, 19)
7327 (10640, 19)
7328 (2935, 19)
7329 (198, 19)
7330 (1906, 19)
7331 (1275, 19)
7332 (750, 118)
7333 (3260, 19)
7334 (3313, 19)
7335 (5005, 19)
7336 (4885, 217)
7337 (5371, 19)
7338 (9940, 19)
7339 (2361, 19)
7340 (8146, 19)
7341 (7846, 19)
7342 (3900, 19)
7343 (4867, 19)
7344 (5875, 19)
7345 (8136, 19)
7346 (5425, 19)
7347 (2478, 19)
7348 (9321, 19)
7349 (1759, 19)
7350 (8126, 19)
7351 (577, 19)
7352 (795, 19)
7353 (5477, 19)
7354 (9805, 19)
7355 (4600, 19)
7356 (1546, 19)
7357 (3746, 19)
7358 (3657, 19)
7359 (3471, 19)
7360 (2840, 19)
7361 (8955, 19)
7362 (7235, 19)
7363 (4389, 19)
7364 (2213, 19)
7365 (8061, 118)
7366 (6774, 19)
7367 (2887, 217)
7368 (2080, 19)
7369 (5966, 118)
7370 (2360, 19)
7371 (8147, 19)
7372 (4559, 19)
7373 (8731, 19)
7374 (8407, 19)
7375 (6547, 19)
7376 (6165, 19)
7377 (7686, 19)
7378 (3896, 19)
7379 (1445, 19)
7380 (4480, 19)
7381 (4438, 19)
7382 (9449, 19)
7383 (2297, 19)
7384 (3950, 118)
7385 (9527, 19)
7386 (6237, 19)
7387 (7506, 19)
7388 (8833, 19)
7389 (8883, 19)
7390 (6588, 19)
7391 (10819, 19)
7392 (10263, 19)
7393 (975, 19)
7394 (6909, 19)
7395 (2703, 19)
7396 (8527, 19)
7397 (9065, 19)
7398 (1074, 19)
7399 (10197, 217)
7400 (7705, 19)
7401 (2020, 118)
7402 (1144, 19)
7403 (205, 19)
7404 (2233, 19)
7405 (5593, 19)
7406 (3252, 19)
7407 (61, 19)
7408 (7919, 19)
7409 (6538, 118)
7410 (5805, 19)
7411 (9738, 19)
7412 (2063, 118)
7413 (8328, 19)
7414 (6824, 19)
7415 (772, 19)
7416 (6280, 19)
7417 (8566, 19)
7418 (1095, 19)
7419 (2378, 19)
7420 (9794, 19)
7421 (5241, 19)
7422 (1890, 19)
7423 (2300, 19)
7424 (3753, 19)
7425 (1189, 19)
7426 (6891, 19)
7427 (2197, 19)
7428 (6222, 19)
7429 (8995, 19)
7430 (5394, 19)
7431 (7193, 19)
7432 (8012, 19)
7433 (7019, 19)
7434 (2170, 19)
7435 (3344, 19)
7436 (1294, 19)
7437 (5430, 19)
7438 (3578, 118)
7439 (7392, 19)
7440 (696, 19)
7441 (4517, 19)
7442 (85, 19)
7443 (5522, 19)
7444 (7716, 19)
7445 (9903, 19)
7446 (1565, 19)
7447 (6477, 19)
7448 (3875, 19)
7449 (4772, 19)
7450 (10230, 19)
7451 (2821, 19)
7452 (7898, 19)
7453 (10858, 19)
7454 (3552, 19)
7455 (4239, 118)
7456 (8709, 19)
7457 (2937, 19)
7458 (904, 19)
7459 (5877, 19)
7460 (218, 19)
7461 (5705, 19)
7462 (3793, 19)
7463 (4058, 19)
7464 (1820, 19)
7465 (6445, 19)
7466 (2765, 19)
7467 (4494, 118)
7468 (193, 19)
7469 (8439, 19)
7470 (10865, 19)
7471 (5691, 19)
7472 (533, 19)
7473 (6456, 19)
7474 (3418, 19)
7475 (2150, 19)
7476 (5519, 19)
7477 (10688, 19)
7478 (9191, 19)
7479 (1689, 19)
7480 (8311, 19)
7481 (5696, 19)
7482 (3028, 118)
7483 (4394, 19)
7484 (4305, 19)
7485 (491, 19)
7486 (4324, 19)
7487 (3096, 19)
7488 (3835, 19)
7489 (854, 19)
7490 (8929, 19)
7491 (10789, 19)
7492 (3479, 19)
7493 (864, 19)
7494 (2178, 19)
7495 (9901, 19)
7496 (6026, 19)
7497 (1012, 19)
7498 (2408, 19)
7499 (6576, 19)
7500 (3212, 19)
7501 (584, 19)
7502 (3459, 19)
7503 (10430, 19)
7504 (4717, 19)
7505 (10150, 19)
7506 (10806, 19)
7507 (10073, 118)
7508 (1008, 19)
7509 (6719, 19)
7510 (4545, 19)
7511 (4690, 19)
7512 (10084, 19)
7513 (9287, 19)
7514 (3037, 19)
7515 (1483, 19)
7516 (6646, 19)
7517 (5623, 19)
7518 (3107, 19)
7519 (5964, 19)
7520 (5598, 19)
7521 (4529, 19)
7522 (5069, 118)
7523 (3884, 19)
7524 (3749, 19)
7525 (10199, 19)
7526 (5503, 19)
7527 (835, 19)
7528 (9812, 19)
7529 (4811, 19)
7530 (5176, 19)
7531 (6632, 19)
7532 (5090, 19)
7533 (7308, 19)
7534 (8631, 118)
7535 (8331, 19)
7536 (2639, 19)
7537 (4770, 19)
7538 (2771, 19)
7539 (6778, 19)
7540 (5813, 19)
7541 (1702, 19)
7542 (7187, 19)
7543 (3699, 19)
7544 (10357, 19)
7545 (6882, 19)
7546 (6906, 19)
7547 (7029, 19)
7548 (7186, 19)
7549 (6831, 118)
7550 (8142, 118)
7551 (10245, 19)
7552 (7731, 19)
7553 (4538, 19)
7554 (1579, 19)
7555 (3814, 19)
7556 (5974, 19)
7557 (5456, 19)
7558 (6287, 19)
7559 (3599, 118)
7560 (2409, 19)
7561 (5118, 19)
7562 (10422, 217)
7563 (7518, 19)
7564 (8471, 19)
7565 (3491, 19)
7566 (6790, 19)
7567 (10671, 19)
7568 (6273, 19)
7569 (5771, 19)
7570 (6553, 19)
7571 (6328, 19)
7572 (792, 19)
7573 (1348, 19)
7574 (3219, 19)
7575 (4923, 19)
7576 (9934, 19)
7577 (7244, 19)
7578 (10061, 19)
7579 (10788, 19)
7580 (6528, 19)
7581 (7312, 19)
7582 (4371, 19)
7583 (6458, 19)
7584 (380, 19)
7585 (8782, 19)
7586 (1145, 19)
7587 (4661, 19)
7588 (9043, 19)
7589 (7553, 19)
7590 (7072, 19)
7591 (6931, 19)
7592 (2141, 19)
7593 (1079, 19)
7594 (2758, 19)
7595 (6870, 118)
7596 (4733, 19)
7597 (11, 19)
7598 (3203, 19)
7599 (9861, 19)
7600 (6938, 19)
7601 (8694, 19)
7602 (741, 19)
7603 (7799, 19)
7604 (2992, 19)
7605 (1784, 19)
7606 (10017, 19)
7607 (8619, 19)
7608 (2556, 19)
7609 (5913, 19)
7610 (2594, 118)
7611 (3425, 19)
7612 (6915, 19)
7613 (9653, 19)
7614 (3974, 19)
7615 (973, 19)
7616 (2181, 19)
7617 (10254, 19)
7618 (6760, 19)
7619 (9337, 19)
7620 (8152, 217)
7621 (5980, 19)
7622 (3894, 19)
7623 (1720, 19)
7624 (9662, 19)
7625 (8163, 19)
7626 (7818, 19)
7627 (10608, 217)
7628 (7020, 19)
7629 (9358, 19)
7630 (3137, 19)
7631 (6497, 19)
7632 (1444, 19)
7633 (5937, 19)
7634 (5546, 19)
7635 (6651, 19)
7636 (3771, 19)
7637 (7365, 19)
7638 (5679, 19)
7639 (3695, 19)
7640 (10101, 19)
7641 (2015, 19)
7642 (3681, 19)
7643 (5063, 19)
7644 (530, 19)
7645 (8932, 19)
7646 (1884, 19)
7647 (382, 19)
7648 (4037, 19)
7649 (2978, 19)
7650 (8612, 19)
7651 (10794, 19)
7652 (10507, 19)
7653 (6265, 19)
7654 (10403, 19)
7655 (3571, 19)
7656 (5733, 19)
7657 (6289, 19)
7658 (8125, 19)
7659 (1595, 19)
7660 (4317, 118)
7661 (1875, 19)
7662 (2424, 19)
7663 (4074, 19)
7664 (6403, 19)
7665 (9765, 19)
7666 (1600, 19)
7667 (5195, 19)
7668 (9238, 19)
7669 (889, 19)
7670 (6586, 19)
7671 (3801, 19)
7672 (4729, 19)
7673 (8285, 19)
7674 (10542, 19)
7675 (3077, 19)
7676 (4580, 19)
7677 (10505, 118)
7678 (10610, 19)
7679 (2722, 19)
7680 (6264, 19)
7681 (962, 19)
7682 (3059, 19)
7683 (1242, 19)
7684 (7571, 19)
7685 (7685, 19)
7686 (3382, 19)
7687 (10564, 19)
7688 (2663, 19)
7689 (10386, 19)
7690 (12, 19)
7691 (7123, 19)
7692 (3669, 19)
7693 (6867, 19)
7694 (3018, 19)
7695 (7083, 19)
7696 (1034, 19)
7697 (4222, 19)
7698 (2680, 19)
7699 (1032, 19)
7700 (3531, 19)
7701 (1246, 19)
7702 (5858, 19)
7703 (5264, 19)
7704 (2411, 118)
7705 (5757, 19)
7706 (966, 217)
7707 (4340, 19)
7708 (7887, 19)
7709 (5072, 19)
7710 (6452, 19)
7711 (6593, 19)
7712 (7375, 19)
7713 (9650, 19)
7714 (3270, 19)
7715 (8312, 19)
7716 (6330, 19)
7717 (1071, 19)
7718 (6756, 19)
7719 (7192, 19)
7720 (5794, 19)
7721 (7528, 19)
7722 (3992, 19)
7723 (1125, 118)
7724 (35, 19)
7725 (1491, 19)
7726 (1404, 19)
7727 (1488, 19)
7728 (4363, 19)
7729 (8622, 19)
7730 (10593, 19)
7731 (7777, 19)
7732 (10919, 19)
7733 (8039, 19)
7734 (9596, 19)
7735 (10335, 19)
7736 (10873, 19)
7737 (7967, 19)
7738 (366, 19)
7739 (6688, 19)
7740 (10495, 19)
7741 (918, 19)
7742 (2239, 19)
7743 (8674, 19)
7744 (9209, 19)
7745 (8111, 19)
7746 (6276, 19)
7747 (9388, 19)
7748 (3713, 19)
7749 (7500, 19)
7750 (7817, 19)
7751 (3419, 19)
7752 (79, 19)
7753 (1174, 19)
7754 (8908, 19)
7755 (4924, 19)
7756 (10713, 19)
7757 (8779, 19)
7758 (3621, 118)
7759 (8438, 19)
7760 (7275, 19)
7761 (195, 19)
7762 (5012, 19)
7763 (5674, 19)
7764 (3449, 19)
7765 (4970, 19)
7766 (1180, 19)
7767 (572, 19)
7768 (1085, 19)
7769 (6863, 19)
7770 (1204, 19)
7771 (2588, 19)
7772 (5211, 19)
7773 (1379, 118)
7774 (3909, 19)
7775 (9543, 19)
7776 (6, 118)
7777 (1996, 19)
7778 (4454, 19)
7779 (9849, 19)
7780 (10845, 19)
7781 (10481, 19)
7782 (7782, 19)
